SP,EN,Tag,Count
Le gusta esta bolígrafo,He likes this pen,personXThisEtc;generated,0
El sabe esta computadora,He knows this computer,personXThisEtc;generated,0
Yo tengo que esta papel,I have to  this paper,personXThisEtc;generated,0
Yo tengo que esas reglas,I have to  those ruler/rules,personXThisEtc;generated,0
Yo quiero estas escritorios,I want these desks,personXThisEtc;generated,0
Tú tienes que esa calculadora,You have to that calculator,personXThisEtc;generated,0
Tú necesitas esas calculadoras,You need those calculators,personXThisEtc;generated,0
Te gusta esas marcadors,You like those markers,personXThisEtc;generated,0
Me gusta esa horario,I like that schedule,personXThisEtc;generated,0
Tú vas a estas cuadernos,You are going to these notebooks,personXThisEtc;generated,0
Ella tiene esas mesas,She has to those tables,personXThisEtc;generated,0
Me gusta esta escuela,I like this school,personXThisEtc;generated,0
Tú sabes esas plumas,You know those pens,personXThisEtc;generated,0
Tú puedes esa diccionario,You can that dictionary,personXThisEtc;generated,0
Tú tienes que esta lápiz,You have to this pencil,personXThisEtc;generated,0
Yo quiero esta semana,I want this week,personXThisEtc;generated,0
Me gusta esa pluma,I like that pen,personXThisEtc;generated,0
El puede esa mochila,He can that paperback,personXThisEtc;generated,0
Yo voy a esas semanas,I am going to those weeks,personXThisEtc;generated,0
Le gusta esas libros,He likes those books,personXThisEtc;generated,0
Ella necesita esta lápiz,She needs this pencil,personXThisEtc;generated,0
Ella prefiere estas mochilas,She prefers these paperbacks,personXThisEtc;generated,0
Tú vas a estas reglas,You are going to these ruler/rules,personXThisEtc;generated,0
El tiene esa lápiz,He has to that pencil,personXThisEtc;generated,0
Tú sabes esas computadoras,You know those computers,personXThisEtc;generated,0
Yo quiero esas reglas,I want those ruler/rules,personXThisEtc;generated,0
Ella puede esta papel,She can this paper,personXThisEtc;generated,0
Yo voy a esas libros,I am going to those books,personXThisEtc;generated,0
Tú vas a esas mesas,You are going to those tables,personXThisEtc;generated,0
Estoy enfermo,I (m) am ill,ch04;toBeState,0
Estoy enferma,I (female) am ill,ch04;toBeState,0
Estoy cansado,I (masculin) am tired,ch04;toBeState,2
Estoy cansada,I (female) am tired,ch04;toBeState,0
Estas contento,You (masculin) are happy,ch04;toBeState,1
Estas contenta,You (f) are happy,ch04;toBeState,0
Esta deprimido,He is depressed,ch04;toBeState,0
Esta deprimida,She is depressed,ch04;toBeState,0
Estoy emocionado,I (m) am excited,ch04;toBeState,1
Estoy emocionada,I (f) am excited,ch04;toBeState,2
Esta frustrado,He is frustrated,ch04;toBeState,0
Estas frustrada,You (f) are frustrated,ch04;toBeState,1
Estoy harto,I (m) am fed up,ch04;toBeState,1
Estoy harta,I (f) am fed up,ch04;toBeState,0
Estas lista?,Are you (f) ready?,ch04;toBeState,0
Estoy listo,I (m) am ready,ch04;toBeState,1
Estoy nerviosa,I (f) am nervous,ch04;toBeState,0
Estas nervioso?,Are you (m) nervous?,ch04;toBeState,0
Estas ocupada?,Are you (f) busy?,ch04;toBeState,1
Estoy ocupado,I (m) am busy,ch04;toBeState,0
Estoy preocupado,I (m) am worried,ch04;toBeState,2
Esta preocupada,She is worried,ch04;toBeState,1
Estoy triste,I am sad,ch04;toBeState,0
Alguilar,To rent,ch04;inf;verb;regVerb,0
Rentar,To rent,ch04;inf;verb;regVerb,0
Bailar,To dance,ch04;inf;verb;regVerb,0
Cantar,To sing,ch04;inf;verb;regVerb,0
Cocinar,To cook,ch04;inf;verb;regVerb,0
Enseñar,To teach,ch04;inf;verb;regVerb,1
Esquiar,To ski,ch04;inf;verb;regVerb,0
Estudiar,To study,ch04;inf;verb;regVerb,0
Fumar,To smoke,ch04;inf;verb;regVerb,0
Hablar,To speak,ch04;inf;verb;regVerb,1
Limpiar la casa,To clean the house,ch04;inf;verb;regVerb,0
Manejar un carro,To drive a car,ch04;inf;verb;regVerb,1
Mirar la tele,To watch tv,ch04;inf;verb;regVerb,0
Montar en bicicleta,To ride a bicycle,ch04;inf;verb;regVerb,1
Nadar,To swim,ch04;inf;verb;regVerb,0
Necesitar,To need,ch04;inf;verb;regVerb,1
Pintar,To paint,ch04;inf;verb;regVerb,0
Platicar,To talk,ch04;inf;verb;regVerb,0
Charlar,To chat,ch04;inf;verb;regVerb,0
Preparar la cena,To prepare dinner,ch04;inf;verb;regVerb,0
Tocar,To touch,ch04;inf;verb;regVerb,0
Trabajar,To work,ch04;inf;verb;regVerb,1
Usar la computadora,To use the computer,ch04;inf;verb;regVerb,0
Viajar,To travel,ch04;inf;verb;regVerb,0
Aprender,To learn,ch04;inf;verb;regVerb,0
Abrir,To open,ch04;inf;verb;regVerb,0
Comer,To eat,ch04;inf;verb;regVerb,0
Correr,To run,ch04;inf;verb;regVerb,2
Asistir a clase,To attend class,ch04;inf;verb;regVerb,0
Beber,To drink,ch04;inf;verb;regVerb,0
Escribir una carta,To write a letter,ch04;inf;verb;regVerb,1
Leer un libro,To read a book,ch04;inf;verb;regVerb,1
Vivir en la ciudad,To live in the city,ch04;inf;verb;regVerb,1
Ir a una fiesta,To go to a party,ch04;inf;verb;irregVerb,0
Ir de compras,To go shopping,ch04;inf;verb;irregVerb,0
Jugar,To play (sports),ch04;inf;verb;irregVerb,3
Pensar,To think,ch04;inf;verb;irregVerb,3
Poder,To be able,ch04;inf;verb;irregVerb,1
Preferir,To prefer,ch04;inf;verb;irregVerb,0
Querer,To want,ch04;inf;verb;irregVerb,3
Saber,To know (information),ch04;inf;verb;irregVerb,0
Conocer,To know (how),ch04;inf;verb;regVerb,2
Tener,To have,ch04;inf;verb;regVerb,1
Ver,To see/watch,ch04;inf;verb;regVerb,0
El campo,The countryside,ch04;noun,0
El centro comercial,The mall,ch04;noun,0
El gimnasio,The gym,ch04;noun,0
El parque,The park,ch04;noun,0
El parque de diversiones,The amusement park,ch04;noun,0
La piscian,The swimming pool,ch04;noun,0
La alberca,The swimming pool,ch04;noun,0
La playa,The beach,ch04;noun,0
¿Adónde?,To where?,ch04;questions,1
¿Adónde vas?,Where are you going?,ch04;questions,1
Conmigo,With me,ch04;words,0
Contigo,With you,ch04;words,3
Con él,With him,ch04;words,2
Con ellla,With her,ch04;words,0
Con nosotros,With us (m),ch04;words,1
Con vosotros,"You you (plural, familiar, m)",ch04;words,0
Con ustedes,"With you (plural, formal)",ch04;words,0
Sin mí,Without me,ch04;words,1
Sin ti,Without you,ch04;words,1
Sin él,Without him,ch04;words,1
Sin ella,Without her,ch04;words,2
Sin nosotros,Without us,ch04;words,1
Sin vosotros,"Without you (plural, familiar)",ch04;words,0
Sin ustedes,"Withough you (plural, formal)",ch04;words,0
El amigo,The friend (m),ch04;words,0
La amiga,The friend (f),ch04;words,1
Sol@,Alone,ch04;words,0
Junt@s ,Together,ch04;words,1
Tal vez,Perhaps,ch04;words,1
Posiblemente,Possibly,ch04;words,0
!Cómo no!,Of course!,ch04;words,0
!Claro que no!,Of course not!,ch04;words,1
De nada,You're welcome,ch04;words,0
La estacíon,The season,ch04;words;seasons,0
Las estaciones,The seasons,ch04;words;seasons;time,0
La primavera,The spring,ch04;words;seasons;time,0
El verano,The summer,ch04;words;seasons;time,1
El otoño,The fall,ch04;words;seasons;time,0
El invierno,The winter,ch04;words;seasons;time,1
El fin de semana,On the weekend,ch04;words;time;frequency,0
Los fines de semana,On the weekends,ch04;words;time;frequency,0
Después de,After ..,ch04;words;time;frequency,2
En/por la mañana,In the morning,ch04;words;time;frequency,0
En/por la tarde,In the afternoon,ch04;words;time;frequency,1
En/por la noche,At nights,ch04;words;time;frequency,1
Generalmente,Generally,ch04;words;time;frequency,0
Hoy no,Not today,ch04;words,0
!No me digas!,You don't say!,ch04;words,0
!Genial!,Awesome,ch04;words,0
!Qué lástima,What a pity!,ch04;words,1
!Qué pena!,What a shame/how sad!,ch04;words,0
La voz,The voice,ch04;words,1
Las voces,The voices,ch04;words,0
Algo ,Something,ch04;words,0
Nada,Nothing,ch04;words,1
El pasatiempo,The pastime,ch04;words,0
Porque,Because,ch04;words,0
Para nader,In order to swim,ch04;words;frequency,1
Después de correr,After running,ch04;words;frequency,0
Antes de trabacho,Before work,ch04;words;frequency,0
Sin cosinar,Without cooking,ch04;words;frequency,0
Las comidas,The meals,ch05;words;food,0
Beber,To drink,ch05;verb;inf;food,0
Tomar,To drink,ch05;verb;inf;food,1
Desayunar,To eat breakfast,ch05;verb;inf;food,0
Almorzar (o>ue),To eat lunch,ch05;verb;inf;food,0
Cenar,To eat dinner,ch05;verb;inf;food,0
La cena,The dinner,ch05;words;food,0
La comida,The food,ch05;words;food,0
La comida chatarra,The junk food,ch05;words;food,1
El desayuno,Breakfast,ch05;words;food,1
La merienda,Afternoon snack,ch05;words;food,0
La botana,The snack,ch05;words;food,0
El aperitivo,The appetizer,ch05;words;food,0
Los refrigerios,The refreshments,ch05;words;food,1
El enseña espagñol,He teaches spanish,ch04;sentences,0
Yo necesito cantar para bailar,I need to sing in order to dance,ch04;sentences,0
Yo necesito estudiar,I need to study,ch04;sentenes,0
Estoy nervioso porque tengo que ir a la clase espagñol en el sabado,"I am nervous, because we have to go to Spanish class on Saterday",ch04;sentences;longSentences,0
Nosotros trabajamos juntos,We work together,ch04;sentences,1
"Quando viajo, voy a te escribir una carta","When I travel, I am going to write you a letter",ch04;sentences,0
"Yo voy a dormir poque, estoy cansado",I am going to sleep because I am tired,ch04;sentences,2
Nosotros vamos a una fiesta sin vosotros,We are going to a party without you all,ch04;sentences,1
El arroz,The rice,ch05;words;food,0
El atún,The tuna,ch05;words;food,0
El bisctec,The steak,ch05;words;food,0
La carne,The meat (beef),ch05;words;food,1
El cereal,The cereal,ch05;words;food,0
La ensalada,The saled,ch05;words;food,0
Las frutas,The fruits,ch05;words;food,1
El aguacate,The avocado,ch05;words;food,0
La palta,The avocado,ch05;words;food,0
El arándano,The blueberry or cranberry,ch05;words;food,0
La ciruela,The plum,ch05;words;food,0
El durazno,The peach,ch05;words;food,1
El melocotón,The peach,ch05;words;food,0
El melón,The melon,ch05;words;food,0
El cantaloupe,The melon,ch05;words;food,0
La naranja,The orange,ch05;words;food,0
La centarina,The nectarin,ch05;words;food,0
La pera,The pear,ch05;words;food,1
La piña,The Pineapple,ch05;words;food,0
El plátano,The banana,ch05;words;food,1
La banana,The banana,ch05;words;food,1
La toronja,The grapefruit,ch05;words;food,0
La sandía,The watermelon,ch05;words;food,0
El tomato,The tomato,ch05;words;food,0
El jitomato,The tomato,ch05;words;food,0
La uva,The grape,ch05;words;food,1
La zaramora,The blackberry,ch05;words;food,0
Los frutos secos,The nuts,ch05;words;food,0
Las nueces,The nuts,ch05;words;food,0
La almendra,The almond,ch05;words;food,0
El anacardo,The cashew,ch05;words;food,0
El cacahuate,The peanut,ch05;words;food,0
El maní,The peanut,ch05;words;food,0
La nuez,The walnut,ch05;words;food,0
El pistacho,The pistachio,ch05;words;food,0
El guisado,The stew,ch05;words;food,1
La hamburguesa,The hamburger,ch05;words;food,0
La hamburguesa con queso,The cheeseburger,ch05;words;food,0
El huevo,The egg,ch05;words;food,0
El jamón,The ham,ch05;words;food,0
La mayonesa,The mayonnaise,ch05;words;food,0
La mostaza,The mustard,ch05;words;food,1
El pan,The bread,ch05;words;food,0
El pan tostado,The toast,ch05;words;food,0
La papa,The potato,ch05;words;food,0
Las papas al horno,The baked potatoes,ch05;words;food,0
Las papas fritas,The french fries,ch05;words;food,0
El pescado,The fish,ch05;words;food,0
El pollo,The chicken,ch05;words;food,0
El puerco,The pork,ch05;words;food,0
El queso,The cheese,ch05;words;food,0
La sal y la pimienta,Salt and pepper,ch05;words;food,1
El sándwich,The sandwich,ch05;words;food,0
La torta,The sandwich,ch05;words;food,0
El sándwich de jamón,The ham sandwich,ch05;words;food,0
La sopa,The soup,ch05;words;food,0
La sopa de pollo,The chicken soup,ch05;words;food,0
La sopa de tomate,The tomato soup,ch05;words;food,0
La sopa de verduras,The vegetable soup,ch05;words;food,0
Las verduras,The vegetables,ch05;words;food,0
Los vegetales,The vegetables,ch05;words;food,1
El ajo,The garlic,ch05;words;food,0
El apio,Celery,ch05;words;food,0
La berenjena,The eggplant,ch05;words;food,0
El brócoli,The broccoli,ch05;words;food,1
El brécol,The broccoli,ch05;words;food,1
La calabacín,The zuccini,ch05;words;food,1
La cebolla,The onion,ch05;words;food,1
Los chícharos,The peas,ch05;words;food,0
Los guisantees,The peas,ch05;words;food,0
El chile,Chili pepper,ch05;words;food,1
La col,The cabbage,ch05;words;food,1
El repollo,The cabbage,ch05;words;food,0
La col rizada,The kale,ch05;words;food,0
La coliflor,The cauliflower,ch05;words;food,0
Las espárragos,The asparagus,ch05;words;food,0
Las espinacas,The spinach,ch05;words;food,1
Las habichuelas verder,The green beans,ch05;words;food,0
La lechuga,The lettuce,ch05;words;food,0
El pepinillo,The pickle,ch05;words;food,0
El pepino,The cucumber,ch05;words;food,0
El pimiento,The bell pepper,ch05;words;food,0
Los repollitos de Bruselas,The brussels sprouts,ch05;words;food,0
El maíz,The corn,ch05;words;food,0
La zanahoria,The carrot,ch05;words;food,0
El yogur(t),The yogurt,ch05;words;food,0
El aqua,The water,ch05;words;food,2
El café,The coffee,ch05;words;food,1
El jugo de naranja,The orange juice,ch05;words;food,0
El jugo de manzana,The apple juice,ch05;words;food,0
La leche,The milk,ch05;words;food,0
El licuado,The smoothie,ch05;words;food,0
La limonada,The lemonade,ch05;words;food,0
El refresco/la gaseosa,The soft drink,ch05;words;food,0
El té,The tea,ch05;words;food,0
El té helado,The ice tea,ch05;words;food,0
buen@ para la salud,Good for the health,ch05;words;food,0
Mal@ para la salud,Bad for the health,ch05;words;food,0
Delecios@,Delicious,ch05;words;food,0
Sabros@,Delicious,ch05;words;food,0
Asqueros@,Disgusting,ch05;words;food,1
Auténtic@,Authentic,ch05;words;food,1
Creo que sí,I believe so,ch05;words;food,0
Creo que no,I don't think so,ch05;words;food,0
!Qué asco!,How disgusting!,ch05;words;food,2
!Quácala!,Yuck!,ch05;words;food,0
De vez en cuando,From time to time,ch05;words;food,1
Algo ,Something,ch05;words;food,1
Nada,Nothing,ch05;words;food,0
Algun(@),Some,ch05;words;food,0
Ningun(@),None,ch05;words;food,0
La experiencia,The experience,ch05;words;food,0
Los dos,Both,ch05;words;food,0
Tener hambre,To be (have) hungry,ch05;words;food,0
Tener sed,To be (have) thirsty,ch05;words;food,0
La familia,The family,ch06;family,0
Los abuelos,The grand parents,ch06;family,0
El abuelo,The grandpa,ch06;family,0
La abuala,The grandma,ch06;family,0
Los hermanos,The siblings,ch06;family,0
El hermano,The brother,ch06;family,0
La hermana,The sister,ch06;family,0
Los hijos,The children,ch06;family,0
El hijo,The son,ch06;family,0
La hija,The daughter,ch06;family,0
Los nietos,The grand children,ch06;family,0
El nieto,The grandson,ch06;family,0
La nieta,The granddaughter,ch06;family,1
Los padres,The parents,ch06;family,0
El padre,The father,ch06;family,0
La madre,The mother,ch06;family,0
Los primos,The cousins,ch06;family,0
El primo,The cousin (m),ch06;family,0
La prima,The cousin (f),ch06;family,0
Los tíos,The aunts and uncles,ch06;family,0
El tío,The uncle,ch06;family,0
La tía,The aunt,ch06;family,0
El/la hij@ únic@,The only child,ch06;family,0
Los gemelos/Las gemelas,The twins,ch06;family,0
Alt@,Tall,ch06,0
Antipátic@,Mean,ch06,0
Baj@,Short,ch06,0
Bonit@,Pretty,ch06,0
Cariños@,Affectionate,ch06,1
Delgad@,Thin,ch06,1
Fe@,Ugly,ch06,0
Gord@,Fat,ch06,0
Grande,Big/large,ch06,0
Guap@,Good looking,ch06,0
Inteligente,Smart,ch06,0
Joven,Young,ch06,0
Mayor/mayores,Older/greater,ch06,0
Menor/menores,Younger/lesser,ch06,0
Pequeñ@,Small,ch06,1
Simpátic@,Nice,ch06,1
Viej@,Old,ch06,0
El pelo,The hair,ch06;hair,1
Canoso,Grey,ch06;hair;color,0
Castaño,Brown,ch06;hair;color,1
Corto,Short,ch06;hair,0
Rizado,Curly,ch06;hair,0
Negro,Black,ch06;hair;color,1
Rubio,Blond,ch06;hair;color,0
Largo,Long,ch06;hair,0
Liso,Straight,ch06;hair,0
Pelirroj@,Redhead,ch06;body;eyes,0
Los ojos,The eyes,ch06;body;eyes,0
Azules,Blue eyes,ch06;body;eyes,0
Verdes,Green eyes,ch06;body;eyes,0
Marrones,Brown eyes,ch06;body;eyes,1
La gente,People,ch06;person,0
El chico/El muchacho,The boy,ch06;person,0
La chica/La muchacha,The girl,ch06;person,0
El hombre,The man,ch06;person,0
La mujer,The woman,ch06;person,0
La persona,The person,ch06;person,0
¿Cómo es ella?,What is she like?,ch06,0
Más adj que,More  than,ch06;compare,0
Menos adj que,Less  than,ch06;compare,0
Mayor que,Older then,ch06;compare,0
Menor que,Younger than,ch06;compare,0
Sesenta,Sixty,ch06;numbers,0
Setenta,Seventy,ch06;numbers,0
Ochenta,Eighty,ch06;numbers,0
Noventa,Ninety,ch06;numbers,0
Cien,Hundred,ch06;numbers,0
El gato,The cat,ch06;animal,0
El perro,The dog,ch06;animal,0
De,Of (possession),ch06,1
Alguien,Someone,ch06,0
Nadie,No one,ch06,0
Solo,Only,ch06,0
Tod@s,Every/all/everyone,ch06,0
La blusa,The blouse,,
La bolsa,The bag,,
El calcetín,The sock,,
Los calcetines,The socks,,
La camisa,The shirt,,
La camiseta,The T-shirt,,
La chaquete/La chamarra,The jacket,,
La falda,The skirt,,
Los jeans,The jeans,,
Los pantalones (cortos),The (short) pants,,
La ropa,Clothes,,
La sudadera,The sweatshirt,,
El suéter,The sweather,,
El traje,The suit,,
Los (zapatos de) tenis,The tennis shoes,,
El vestido,The dress,,
Los zapatos,The shoes,,
El color,The color,,
¿De qué color?,What color?,,
Amarill@,Yellow,,
Anaranjad@,Orange,,
Azul(es),Blue,,
Blanc@,White,,
Gris(es),Gray,,
Marrón(es),Brown,,
Morad@,Purple,,
Negr@,Black,,
Roj@,Red,,
Rosad@,Pink,,
Verde,Green,,
Nuev@,New,,
El traje es gris,The suit is gray,,
Ese/esa/eso,That,,
Esos/esas,Those,,
Este/esta/esto,This,,
Estos/estas,These,,
Otro@,Other/another,,
El almacén,The warehouse,,
La tienda de descuentos,The discount store,,
La tienda de ropa,The clothing store,,
La zapatería,The shoe store,,
De compras,Out shopping,,
Buscar,To look for,,
Comprar,The buy,,
Contar(o > ue),The count,,
Constar(o > ue),To cost,,
Desear,To want/to desire,,
Encontrar (o > ue),The find,,
Gratis/gratuit@,Free (no cost),,
Llevar,To wear,,
Pagar,To pay,,
Para mí,For me,,
Para ti,For you,,
Para él/ella,For him/her,,
Por,For (in exchange for),,
Venir,To come,,
Yo vengo,I come,,
Los precios,The prices,,
La ganga,The bargain,,
!Qué ganga!,What a bargain!,,
Barat@,Cheap/inexpensive,,
Car@,Expensive,,
El dependiente/la dependienta,The store clerk,,
El/la joven Los jóvenes,Youngster(s),,
Perdone,Excuse me,,
Disculpe,Excuse me,,
Por aquí,This way,,
Por allí,That way,,
!Vaya! !Anda!,Wow!,,
A ver ,Let's see ,,
Hasta,Until,,
La mitad,The half,,
Un tercio,One third,,
Dos tercio,Two thirds,,
Un cuarto,A quarter,,
Tres cuartos,Three quarters,,
Una quinta parte,One fifth (1/5),,
Dos quintas partes,Two fifths (2/5),,
Mejor que,Better than,,
Peor que,Worse than,,
Tan adj como,As  as,,
Tanto sust. Como,As much  as,,
¿Qué te parece?,What do you think?,,
Me parece bien,It seems good to me,,
Igual,Same/equal,,
